table_schema,table_name,table_kind,grain,ordinal_position,column_name,data_type,is_nullable,pk_ordinal,fk_target,unit,as_of_column,description,zero_null_rule,source_priority,transform_expression,implementation_status,deployment_status
raw,fund_pub_master,table,펀드 상품(공모·사모),18,fd_prsv_r,"numeric(20,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",보전율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),19,fd_sbpr,"numeric(30,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",시가평가금액,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),20,fd_set_pcd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드설정유형코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),21,fd_wk1_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 1주일수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),22,fd_yr1_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 1년수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),23,fd_yr2_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 2년수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),24,fd_yr3_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 3년수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),25,fd_yr5_ern_r,"numeric(30,2)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드 5년수익률,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),26,frc_bpr_itm_yn,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",외화기준가종목여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),27,fss_itm_no,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",금융감독원종목번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),28,han_clas_fee_type,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",클래스 수수료 부과 유형,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),29,han_clas_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",클래스 한글 표기,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),30,han_clas_policies,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",클래스 부가 정책,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),31,han_clas_sales_channel,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",클래스 판매채널,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),32,hdge_fd_yn,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",헤지펀드여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),33,int_dvd_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",이자배당구분코드 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),34,itm_abrv_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",종목약어명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),35,itm_eabrv_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",종목영문약어명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),36,itm_eng_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",종목영문명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),37,itm_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",종목명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),38,itm_no,text,False,1,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",종목번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),39,kofia_fd_ccd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",금융투자협회펀드분류코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),40,ksd_itm_no,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",예탁원종목번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),41,mtco_itm_no,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",운용사종목번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),42,ofsfd_yn,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",역외펀드여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),43,ofwk_trus_rwrd_r,"numeric(20,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",일반사무관리보수,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),44,or_attr_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",운용속성구분코드 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),45,or_co_rwrd_r,"numeric(20,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",집합투자업자보수,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),46,or_co_xtn_itt_cd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",운용회사대외기관코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),47,ovrs_fd_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",해외펀드구분코드 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),48,pers_corp_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",개인법인구분코드 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),49,pfiv_sale_cntl_tcd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",전문투자자판매제어구분코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),50,prfd_attr_cds,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드별속성코드 목록(쉼표 구분),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),51,prfd_attr_cnt,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",펀드별속성 개수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),52,prfd_attr_search_text,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",상품검색용 속성 코드/명칭,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),53,prvo_fd_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",사모펀드구분코드 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),54,prvo_pbff_desc,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",사모/공모구분코드 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),55,rptt_ksd_itm_no,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",대표예탁원종목번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),56,sale_co_rwrd_r,"numeric(20,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",판매회사보수,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),57,sale_yn,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",판매여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),58,std_itm_no,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",표준종목번호,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),59,thco_sale_yn,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",당사판매여부,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),60,trusc_rwrd_r,"numeric(20,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",신탁업자보수,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),61,trusc_xtn_itt_cd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",수탁회사대외기관코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),62,zrin_attr_nms,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인속성명 목록(쉼표 구분),빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),63,zrin_btyp_cd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인대유형코드,빈 값=NULL; 0은 공식 코드/플래그 원문 보존; 의미 추측·임의 필터 금지,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),64,zrin_btyp_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인대유형명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),65,zrin_dmst_bd_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인국내채권구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),66,zrin_dmst_stk_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인국내주식구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),67,zrin_etc_ast_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인기타자산구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),68,zrin_fd_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인펀드구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),69,zrin_fd_ivst_risk_gcd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt","제로인펀드투자위험등급코드 [공식 Nullable=NO이나 정본 NULL 14,987건을 손실 없이 허용]",빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),70,zrin_fd_ivst_risk_grd_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인펀드투자위험등급명,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),71,zrin_liqt_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인유동성구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),72,zrin_ovrs_bd_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인해외채권구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),73,zrin_ovrs_stk_cmst_rt,"numeric(26,12)",True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인해외주식구성비율,빈 값=NULL; 0은 raw에 보존하되 측정값 비교·랭킹에서는 값 없음,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),74,zrin_pcd,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인유형코드,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
raw,fund_pub_master,table,펀드 상품(공모·사모),75,zrin_ptn_nm,text,True,,,공식 문서 미표기,"fd_daily_bas_dt,fd_price_bas_dt",제로인유형명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),공식 XLSX 값 그대로; 공백만 NULL; PK는 NOT NULL,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,1,snapshot_id,uuid,False,1,,,,스냅샷 식별자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,2,dataset_version,text,False,,,,,데이터 버전,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,3,release_date,date,False,,,,,주최측 배포일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,4,cutoff_date,date,False,,,,,외부 근거 허용 상한,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,5,domain_as_of,jsonb,False,,,,,도메인별 실질 기준일,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,6,source_files,jsonb,False,,,,,원천 파일명·행/열·SHA-256,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,7,source_hash,text,False,,,,,전체 원천 manifest SHA-256,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,dataset_snapshot,table,데이터셋 빌드 스냅샷,8,built_at,timestamptz,False,,,,,빌드 완료 시각,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,1,run_id,uuid,False,1,,,,적재 실행 식별자,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,2,snapshot_id,uuid,False,,meta.dataset_snapshot.snapshot_id,,,대상 스냅샷,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,3,started_at,timestamptz,False,,,,,적재 시작 시각,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,4,finished_at,timestamptz,True,,,,,적재 종료 시각,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,5,status,text,False,,,,,running/passed/failed,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,6,phase,text,False,,,,,마지막 빌드 단계,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,7,source_rows,jsonb,False,,,,,원천 행 수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,8,loaded_rows,jsonb,False,,,,,적재 행 수,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,9,validation_result,jsonb,False,,,,,검증 결과,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,load_run,table,1회 적재 실행,10,error_message,text,True,,,,,실패 사유,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,1,table_schema,text,False,1,,,,물리 스키마,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,2,table_name,text,False,2,,,,물리 테이블,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,3,ordinal_position,integer,False,3,,,,컬럼 순번,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,4,column_name,text,False,,,,,물리 컬럼,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,5,data_type,text,False,,,,,PostgreSQL 타입,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,6,is_nullable,boolean,False,,,,,NULL 허용 여부,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,7,description,text,False,,,,,공식 또는 파생 설명,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,8,unit,text,False,,,,,단위; 미표기는 '공식 문서 미표기',빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,9,as_of_column,text,False,,,,,실질 기준일 컬럼,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,10,zero_null_rule,text,False,,,,,0/결측 처리,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,11,source_priority,text,False,,,,,출처 우선순위,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,12,transform_expression,text,False,,,,,변환식,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,13,implementation_status,text,False,,,,,구현 상태,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,14,deployment_status,text,False,,,,,배포 상태,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,15,pk_ordinal,integer,True,,,,,PK 내 순번,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,16,fk_target,text,False,,,,,참조 대상 schema.table.column,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,column_catalog,table,물리 컬럼 1개,17,grain,text,False,,,,,테이블 그레인,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,product_coverage,table,상품×스냅샷,1,product_id,text,False,1,enriched.product_master.product_id,,,공통 상품 ID,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,product_coverage,table,상품×스냅샷,2,holdings_status,text,False,,,,,available/unavailable/not_applicable,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,product_coverage,table,상품×스냅샷,3,holdings_reason,text,False,,,,,편입내역 상태 사유,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,product_coverage,table,상품×스냅샷,4,document_status,text,False,,,,,available/unavailable,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
meta,product_coverage,table,상품×스냅샷,5,document_reason,text,False,,,,,문서 상태 사유,빈 값=NULL; 0은 원본 값으로 보존,주최측(1순위),파생,구현,미배포
