pd_no,pd_exg_mkt,info_seq,crd_grd_norm,crd_grd_rank,crd_grd_source,remaining_days,maturity_bucket,is_krw,has_sale_info,is_sellable,source
KR60009T1F12,장외,1,,,,1252,3-5년,Y,N,Y,derived:PRBD01N001
KR60012S1F42,장외,1,AAA,1,crd_grd,915,1-3년,Y,N,Y,derived:PRBD01N001
KR60014J1F62,장외,1,AAA,1,crd_grd,124,1년미만,Y,N,Y,derived:PRBD01N001
KR60022W1G18,장외,1,AAA,1,crd_grd,42,1년미만,Y,N,Y,derived:PRBD01N001
KR6002321FB5,장외,1,BBB+,8,crd_grd,273,1년미만,Y,N,Y,derived:PRBD01N001
KR6003343F73,장외,1,A-,7,crd_grd,157,1년미만,Y,N,Y,derived:PRBD01N001
KR6004711G17,장외,1,BBB+,8,crd_grd,161,1년미만,Y,N,Y,derived:PRBD01N001
KR6004946F49,장외,1,AAA,1,crd_grd,252,1년미만,Y,N,Y,derived:PRBD01N001
KR60052V1FC6,장외,1,AA,3,crd_grd,131,1년미만,Y,N,Y,derived:PRBD01N001
KR60055Y3F54,장외,1,C,19,crd_grd,740,1-3년,Y,N,Y,derived:PRBD01N001
KR6005941G32,장외,1,AA-,4,crd_grd,10814,10년이상,Y,N,Y,derived:PRBD01N001
KR6006282G37,장외,1,A+,5,crd_grd,931,1-3년,Y,N,Y,derived:PRBD01N001
KR60070S2F64,장외,1,BB,12,crd_grd,675,1-3년,Y,N,Y,derived:PRBD01N001
KR60071H1F66,장외,1,AAA,1,crd_grd,108,1년미만,Y,N,Y,derived:PRBD01N001
KR60074B1F63,장외,1,A-,7,crd_grd,673,1-3년,Y,N,Y,derived:PRBD01N001
KR6009542F38,장외,1,,,,1315,3-5년,Y,N,Y,derived:PRBD01N001
KR60102S3G63,장외,1,AA,3,crd_grd,920,1-3년,Y,N,Y,derived:PRBD01N001
KR60114G1F90,장외,1,,,,709,1-3년,Y,N,Y,derived:PRBD01N001
KR60120D2FC4,장외,1,AA,3,crd_grd,763,1-3년,Y,N,Y,derived:PRBD01N001
KR60120T1FA2,장외,1,AAA,1,crd_grd,227,1년미만,Y,N,Y,derived:PRBD01N001
KR6012161FC1,장외,1,,,,1588,3-5년,Y,N,Y,derived:PRBD01N001
KR60148G3G12,장외,1,AA+,2,crd_grd,598,1-3년,Y,N,Y,derived:PRBD01N001
KR60158R1G77,장외,1,AA,3,crd_grd,763,1-3년,Y,N,Y,derived:PRBD01N001
KR60162C1G30,장외,1,AAA,1,crd_grd,242,1년미만,Y,N,Y,derived:PRBD01N001
KR60214D1G78,장외,1,AAA,1,crd_grd,514,1-3년,Y,N,Y,derived:PRBD01N001
KR60218Z3G62,장외,1,AA+,2,crd_grd,431,1-3년,Y,N,Y,derived:PRBD01N001
KR6030211G74,장외,1,,,,1053,1-3년,Y,N,Y,derived:PRBD01N001
KR6032351D81,장외,1,,,,373,1-3년,Y,N,Y,derived:PRBD01N001
KR6033241E25,장외,1,,,,914,1-3년,Y,N,Y,derived:PRBD01N001
KR6034021E94,장외,1,A-,7,crd_grd,21,1년미만,Y,N,Y,derived:PRBD01N001
KR6034482F95,장외,1,,,,390,1-3년,Y,N,Y,derived:PRBD01N001
KR6038071F69,장외,1,,,,1392,3-5년,Y,N,Y,derived:PRBD01N001
KR6055553A24,장외,1,AAA,1,crd_grd,1265,3-5년,Y,Y,Y,derived:PRBD01N001
KR6058731EC9,장외,1,,,,1203,3-5년,Y,N,Y,derived:PRBD01N001
KR6060001G42,장외,1,AAA,1,crd_grd,228,1년미만,Y,N,Y,derived:PRBD01N001
KR6069641G56,장외,1,,,,270,1년미만,Y,N,Y,derived:PRBD01N001
KR6074431F69,장외,1,,,,679,1-3년,Y,N,Y,derived:PRBD01N001
KR6086792A79,장외,1,AAA,1,crd_grd,1418,3-5년,Y,Y,Y,derived:PRBD01N001
KR6139101D38,장외,1,A+,5,crd_grd,2413,5-10년,Y,N,Y,derived:PRBD01N001
KR6142211F52,장외,1,,,,1369,3-5년,Y,N,Y,derived:PRBD01N001
KR6166261E93,장외,1,AA-,4,crd_grd,1131,3-5년,Y,N,Y,derived:PRBD01N001
KR6169372E85,장외,1,A+,5,crd_grd,175,1년미만,Y,N,Y,derived:PRBD01N001
KR6170031FC4,장외,1,,,,1577,3-5년,Y,N,Y,derived:PRBD01N001
KR6176943E49,장외,1,AA-,4,crd_grd,238,1년미만,Y,Y,Y,derived:PRBD01N001
KR6177351FA3,장외,1,,,,801,1-3년,Y,N,Y,derived:PRBD01N001
KR6169375E33,장내,1,AA,3,crd_grd,199,1년미만,Y,N,Y,derived:PRBD01N001
KR6169376E73,장내,1,A+,5,crd_grd,147,1년미만,Y,N,Y,derived:PRBD01N001
KR6169376EC9,장내,1,AA,3,crd_grd,119,1년미만,Y,N,Y,derived:PRBD01N001
KR6169376F98,장내,1,A+,5,crd_grd,586,1-3년,Y,N,Y,derived:PRBD01N001
KR6169376G22,장내,1,A+,5,crd_grd,630,1-3년,Y,N,Y,derived:PRBD01N001
KR6169376G63,장내,1,A+,5,crd_grd,678,1-3년,Y,N,Y,derived:PRBD01N001
KR6169378G20,장내,1,A+,5,crd_grd,642,1-3년,Y,N,Y,derived:PRBD01N001
KR616937AFB4,장내,1,A+,5,crd_grd,427,1-3년,Y,N,Y,derived:PRBD01N001
KR6174141F19,장내,1,AA,3,crd_grd,152,1년미만,Y,N,Y,derived:PRBD01N001
KR6174141F43,장내,1,AA,3,crd_grd,224,1년미만,Y,N,Y,derived:PRBD01N001
KR6174142EA2,장내,1,AA,3,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
KR6174146C58,장내,1,AA,3,crd_grd,263,1년미만,Y,N,Y,derived:PRBD01N001
KR6174146F71,장내,1,AA,3,crd_grd,672,1-3년,Y,N,Y,derived:PRBD01N001
KR6174147EA1,장내,1,AA,3,crd_grd,238,1년미만,Y,N,Y,derived:PRBD01N001
KR6211271G77,장외,1,,,,1780,3-5년,Y,N,Y,derived:PRBD01N001
KR6222481576,장외,1,AAA,1,crd_grd,138,1년미만,Y,N,Y,derived:PRBD01N001
KR6316141C76,장외,1,AA-,4,crd_grd,341,1년미만,Y,N,Y,derived:PRBD01N001
KR6317772E29,장외,1,,,,191,1년미만,Y,N,Y,derived:PRBD01N001
KR6328131E55,장외,1,,,,986,1-3년,Y,N,Y,derived:PRBD01N001
KR6333496A33,장외,1,AA-,4,crd_grd,476,1-3년,Y,N,Y,derived:PRBD01N001
KR6334632A69,장외,1,AA,3,crd_grd,122,1년미만,Y,N,Y,derived:PRBD01N001
KR6336571G53,장외,1,,,,1735,3-5년,Y,N,Y,derived:PRBD01N001
KR6357352F30,장외,1,,,,391,1-3년,Y,N,Y,derived:PRBD01N001
KR6372801F10,장외,1,,,,514,1-3년,Y,N,Y,derived:PRBD01N001
KR6393463BC9,장외,1,AA+,2,crd_grd,1032,1-3년,Y,N,Y,derived:PRBD01N001
KR6393466BC2,장외,1,,,,1032,1-3년,Y,N,Y,derived:PRBD01N001
KR6397043C26,장외,1,AA+,2,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR6401401FB2,장외,1,AAA,1,crd_grd,108,1년미만,Y,N,Y,derived:PRBD01N001
KR6402492E69,장외,1,,,,1024,1-3년,Y,N,Y,derived:PRBD01N001
KR6413681E18,장외,1,A,6,crd_grd,892,1-3년,Y,N,Y,derived:PRBD01N001
KR6417181FB2,장외,1,,,,1550,3-5년,Y,N,Y,derived:PRBD01N001
KR6424781CC5,장외,1,AA+,2,crd_grd,979,1-3년,Y,N,Y,derived:PRBD01N001
KR6433021F63,장외,1,AAA,1,crd_grd,26,1년미만,Y,N,Y,derived:PRBD01N001
KR6439691F77,장외,1,AAA,1,crd_grd,40,1년미만,Y,N,Y,derived:PRBD01N001
KR6439881G43,장외,1,AAA,1,crd_grd,298,1년미만,Y,N,Y,derived:PRBD01N001
KR6441751C99,장외,1,AAA,1,crd_grd,4387,10년이상,Y,N,Y,derived:PRBD01N001
KR6448651F76,장외,1,AAA,1,crd_grd,140,1년미만,Y,N,Y,derived:PRBD01N001
KR6452091DA6,장외,1,,,,524,1-3년,Y,N,Y,derived:PRBD01N001
KR6453792D45,장외,1,AA-,4,crd_grd,660,1-3년,Y,N,Y,derived:PRBD01N001
KR6169378F21,장외,1,A+,5,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6456521D46,장외,1,AA,3,crd_grd,486,1-3년,Y,N,Y,derived:PRBD01N001
KR6465891F70,장외,1,AAA,1,crd_grd,4,1년미만,Y,N,Y,derived:PRBD01N001
KR6473041F57,장외,1,AAA,1,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR6477302E53,장외,1,AAA,1,crd_grd,151,1년미만,Y,N,Y,derived:PRBD01N001
KR6479762F69,장외,1,,,,828,1-3년,Y,N,Y,derived:PRBD01N001
KR6484751E55,장외,1,,,,10143,10년이상,Y,N,Y,derived:PRBD01N001
KR6485901E85,장외,1,,,,2929,5-10년,Y,N,Y,derived:PRBD01N001
KR6489281E95,장외,1,AA+,2,crd_grd,1132,3-5년,Y,N,Y,derived:PRBD01N001
KR6489641E82,장외,1,AA+,2,crd_grd,1034,1-3년,Y,N,Y,derived:PRBD01N001
KR6490422E85,장외,1,C,19,crd_grd,101,1년미만,Y,N,Y,derived:PRBD01N001
KR6492933E91,장외,1,BB,12,crd_grd,1132,3-5년,Y,N,Y,derived:PRBD01N001
KR6008671G65,장외,1,,,,10900,10년이상,Y,N,Y,derived:PRBD01N001
KR60094Z1G36,장외,1,AAA,1,crd_grd,168,1년미만,Y,N,Y,derived:PRBD01N001
KR60097A1F90,장외,1,A-,7,crd_grd,12,1년미만,Y,N,Y,derived:PRBD01N001
KR60098M1F85,장외,1,AAA,1,crd_grd,17,1년미만,Y,N,Y,derived:PRBD01N001
KR60105J1F92,장외,1,,,,1483,3-5년,Y,N,Y,derived:PRBD01N001
KR60106D2FC2,장외,1,A+,5,crd_grd,467,1-3년,Y,N,Y,derived:PRBD01N001
KR60106T1G31,장외,1,AA-,4,crd_grd,101,1년미만,Y,N,Y,derived:PRBD01N001
KR60114L1FA8,장외,1,AAA,1,crd_grd,237,1년미만,Y,N,Y,derived:PRBD01N001
KR6021966E80,장내,1,AA-,4,crd_grd,168,1년미만,Y,N,Y,derived:PRBD01N001
KR6021966F30,장내,1,AA-,4,crd_grd,571,1-3년,Y,N,Y,derived:PRBD01N001
KR6021967G20,장내,1,AA-,4,crd_grd,431,1-3년,Y,N,Y,derived:PRBD01N001
KR6021968C49,장내,1,AA-,4,crd_grd,248,1년미만,Y,N,Y,derived:PRBD01N001
KR602196BE45,장내,1,AA-,4,crd_grd,241,1년미만,Y,N,Y,derived:PRBD01N001
KR602196CF84,장내,1,AA-,4,crd_grd,1405,3-5년,Y,N,Y,derived:PRBD01N001
KR602196DDC0,장내,1,AA-,4,crd_grd,123,1년미만,Y,N,Y,derived:PRBD01N001
KR602196HE98,장내,1,AA-,4,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6023533E15,장내,1,AA-,4,crd_grd,881,1-3년,Y,N,Y,derived:PRBD01N001
KR6023761G57,장내,1,A,6,crd_grd,567,1-3년,Y,N,Y,derived:PRBD01N001
KR6023762FA7,장내,1,A,6,crd_grd,418,1-3년,Y,N,Y,derived:PRBD01N001
KR6039491G35,장내,1,AA,3,crd_grd,567,1-3년,Y,N,Y,derived:PRBD01N001
KR6042661F26,장내,1,A-,7,crd_grd,182,1년미만,Y,N,Y,derived:PRBD01N001
KR6046292F32,장내,1,A,6,crd_grd,28,1년미만,Y,N,Y,derived:PRBD01N001
KR6046299G59,장내,1,A,6,crd_grd,553,1-3년,Y,N,Y,derived:PRBD01N001
KR604629AFA3,장내,1,A,6,crd_grd,802,1-3년,Y,N,Y,derived:PRBD01N001
KR6047051G48,장내,1,AA-,4,crd_grd,609,1-3년,Y,N,Y,derived:PRBD01N001
KR6047052G47,장내,1,AA-,4,crd_grd,976,1-3년,Y,N,Y,derived:PRBD01N001
KR6047801DA0,장내,1,AA,3,crd_grd,59,1년미만,Y,N,Y,derived:PRBD01N001
KR6047803D26,장내,1,AA,3,crd_grd,541,1-3년,Y,N,Y,derived:PRBD01N001
KR6055551E48,장내,1,AAA,1,crd_grd,251,1년미만,Y,N,Y,derived:PRBD01N001
KR6055551E55,장내,1,AAA,1,crd_grd,275,1년미만,Y,N,Y,derived:PRBD01N001
KR6055551EA8,장내,1,AAA,1,crd_grd,434,1-3년,Y,N,Y,derived:PRBD01N001
KR6055552C72,장내,1,AAA,1,crd_grd,331,1년미만,Y,N,Y,derived:PRBD01N001
KR6055553G28,장내,1,AAA,1,crd_grd,1650,3-5년,Y,N,Y,derived:PRBD01N001
KR6058651F65,장내,1,A,6,crd_grd,308,1년미만,Y,N,Y,derived:PRBD01N001
KR6063321253,장내,1,AAA,1,crd_grd,2097,5-10년,Y,N,Y,derived:PRBD01N001
KR6063321D34,장내,1,AAA,1,crd_grd,564,1-3년,Y,N,Y,derived:PRBD01N001
KR6063322BB8,장내,1,AAA,1,crd_grd,5553,10년이상,Y,N,Y,derived:PRBD01N001
KR6063322E32,장내,1,AAA,1,crd_grd,2753,5-10년,Y,N,Y,derived:PRBD01N001
KR6063323564,장내,1,AAA,1,crd_grd,3234,5-10년,Y,N,Y,derived:PRBD01N001
KR6063323CC2,장내,1,AAA,1,crd_grd,2313,5-10년,Y,N,Y,derived:PRBD01N001
KR6063324A42,장내,1,AAA,1,crd_grd,4999,10년이상,Y,N,Y,derived:PRBD01N001
KR6063622FB2,장내,1,AAA,1,crd_grd,3384,5-10년,Y,N,Y,derived:PRBD01N001
KR60636238B0,장내,1,AAA,1,crd_grd,8108,10년이상,Y,N,Y,derived:PRBD01N001
KR6064311E74,장내,1,AAA,1,crd_grd,315,1년미만,Y,N,Y,derived:PRBD01N001
KR6064312764,장내,1,AAA,1,crd_grd,299,1년미만,Y,N,Y,derived:PRBD01N001
KR6064313F48,장내,1,AAA,1,crd_grd,1340,3-5년,Y,N,Y,derived:PRBD01N001
KR6064984C72,장내,1,AAA,1,crd_grd,9466,10년이상,Y,N,Y,derived:PRBD01N001
KR6065901F19,장내,1,AA+,2,crd_grd,504,1-3년,Y,N,Y,derived:PRBD01N001
KR6065904759,장내,1,AA+,2,crd_grd,271,1년미만,Y,N,Y,derived:PRBD01N001
KR6065904G15,장내,1,AA+,2,crd_grd,860,1-3년,Y,N,Y,derived:PRBD01N001
KR6065904G64,장내,1,AA+,2,crd_grd,313,1년미만,Y,N,Y,derived:PRBD01N001
KR6065904G72,장내,1,AA+,2,crd_grd,781,1-3년,Y,N,Y,derived:PRBD01N001
KR6065905G63,장내,1,AA+,2,crd_grd,496,1-3년,Y,N,Y,derived:PRBD01N001
KR6065908EA8,장내,1,AA+,2,crd_grd,238,1년미만,Y,N,Y,derived:PRBD01N001
KR6065908F12,장내,1,AA+,2,crd_grd,329,1년미만,Y,N,Y,derived:PRBD01N001
KR606590AG39,장내,1,AA+,2,crd_grd,945,1-3년,Y,N,Y,derived:PRBD01N001
KR606590CB81,장내,1,AA+,2,crd_grd,721,1-3년,Y,N,Y,derived:PRBD01N001
KR606590CC31,장내,1,AA+,2,crd_grd,210,1년미만,Y,N,Y,derived:PRBD01N001
KR606590DC89,장내,1,AA+,2,crd_grd,369,1-3년,Y,N,Y,derived:PRBD01N001
KR606590LC89,장내,1,AA+,2,crd_grd,375,1-3년,Y,N,Y,derived:PRBD01N001
KR6496455EB7,장외,1,C,19,crd_grd,542,1-3년,Y,N,Y,derived:PRBD01N001
KR6499476F15,장외,1,,,,337,1년미만,Y,N,Y,derived:PRBD01N001
KR6003493F55,장외,1,A,6,crd_grd,1376,3-5년,Y,N,Y,derived:PRBD01N001
KRB7020617A3,장외,1,,,,4085,10년이상,Y,N,Y,derived:PRBD01N001
KRC035AP3461,장외,1,,,,2850,5-10년,Y,N,Y,derived:PRBD01N001
KR2001024D61,장외,2,,,,1409,3-5년,Y,Y,Y,derived:PRBD01N001
KR2006014G28,장외,2,,,,1652,3-5년,Y,Y,Y,derived:PRBD01N001
KR2006024C95,장외,2,,,,405,1-3년,Y,Y,Y,derived:PRBD01N001
KR2033022D33,장외,2,,,,588,1-3년,Y,Y,Y,derived:PRBD01N001
KR2044022D30,장외,2,,,,588,1-3년,Y,Y,Y,derived:PRBD01N001
KR2077022F20,장외,2,,,,1287,3-5년,Y,Y,Y,derived:PRBD01N001
KR350106G9C5,장외,2,AAA,1,crd_grd,1227,3-5년,Y,Y,Y,derived:PRBD01N001
KR6176944F70,장내,1,AA-,4,crd_grd,182,1년미만,Y,N,Y,derived:PRBD01N001
KR6000123B20,장외,2,AA-,4,crd_grd,532,1-3년,Y,Y,Y,derived:PRBD01N001
KR6003491G64,장외,2,A,6,crd_grd,658,1-3년,Y,Y,Y,derived:PRBD01N001
KR6055553A24,장외,2,AAA,1,crd_grd,1265,3-5년,Y,Y,Y,derived:PRBD01N001
KR6086792A79,장외,2,AAA,1,crd_grd,1418,3-5년,Y,Y,Y,derived:PRBD01N001
KR6205491E42,장내,1,AA,3,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
KR6004941F93,장외,1,AAA,1,crd_grd,192,1년미만,Y,N,Y,derived:PRBD01N001
KR6004942F84,장외,1,AAA,1,crd_grd,351,1년미만,Y,N,Y,derived:PRBD01N001
KR6004943G25,장외,1,AAA,1,crd_grd,175,1년미만,Y,N,Y,derived:PRBD01N001
KR6004944F33,장외,1,AAA,1,crd_grd,574,1-3년,Y,N,Y,derived:PRBD01N001
KR6004946F72,장외,1,AAA,1,crd_grd,330,1년미만,Y,N,Y,derived:PRBD01N001
KR6006354FB2,장외,1,AA+,2,crd_grd,96,1년미만,Y,N,Y,derived:PRBD01N001
KR6006621F38,장외,1,,,,1318,3-5년,Y,N,Y,derived:PRBD01N001
KR60067C1F73,장외,1,AAA,1,crd_grd,77,1년미만,Y,N,Y,derived:PRBD01N001
KR60072Z1F66,장외,1,,,,1395,3-5년,Y,N,Y,derived:PRBD01N001
KR60073W1FC0,장외,1,AA,3,crd_grd,1582,3-5년,Y,N,Y,derived:PRBD01N001
KR60077S1F78,장외,1,A-,7,crd_grd,689,1-3년,Y,N,Y,derived:PRBD01N001
KR60085619C5,장외,1,A+,5,crd_grd,8522,10년이상,Y,N,Y,derived:PRBD01N001
KR6174147F13,장내,1,AA,3,crd_grd,521,1-3년,Y,N,Y,derived:PRBD01N001
KR601980CG51,장내,1,AA-,4,crd_grd,707,1-3년,Y,N,Y,derived:PRBD01N001
KR601980DEC6,장내,1,AA-,4,crd_grd,307,1년미만,Y,N,Y,derived:PRBD01N001
KR601980PD91,장내,1,AA-,4,crd_grd,402,1-3년,Y,N,Y,derived:PRBD01N001
KR60208T4G65,장내,1,AAA,1,crd_grd,658,1-3년,Y,N,Y,derived:PRBD01N001
KR60208T8G61,장내,1,AAA,1,crd_grd,903,1-3년,Y,N,Y,derived:PRBD01N001
KR60209KLG64,장내,1,AAA,1,crd_grd,553,1-3년,Y,N,Y,derived:PRBD01N001
KR60210WBGJ3,장내,1,AAA,1,crd_grd,1253,3-5년,Y,N,Y,derived:PRBD01N001
KR60213H8G66,장내,1,AAA,1,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6021961F43,장내,1,AA-,4,crd_grd,355,1년미만,Y,N,Y,derived:PRBD01N001
KR6021964EA4,장내,1,AA-,4,crd_grd,0,만기경과,Y,N,N,derived:PRBD01N001
KR6021964F81,장내,1,AA-,4,crd_grd,1448,3-5년,Y,N,Y,derived:PRBD01N001
KR6021964G64,장내,1,AA-,4,crd_grd,312,1년미만,Y,N,Y,derived:PRBD01N001
KR617414AE81,장내,1,AA,3,crd_grd,357,1년미만,Y,N,Y,derived:PRBD01N001
KR603271DF30,장내,1,AA+,2,crd_grd,1313,3-5년,Y,N,Y,derived:PRBD01N001
KR6033664F14,장내,1,AA-,4,crd_grd,361,1년미만,Y,N,Y,derived:PRBD01N001
KR6033665DA5,장내,1,AA-,4,crd_grd,46,1년미만,Y,N,Y,derived:PRBD01N001
KR6033665EA3,장내,1,AA-,4,crd_grd,413,1-3년,Y,N,Y,derived:PRBD01N001
KR6033666F53,장내,1,AA-,4,crd_grd,495,1-3년,Y,N,Y,derived:PRBD01N001
KR603366CC89,장내,1,AA-,4,crd_grd,355,1년미만,Y,N,Y,derived:PRBD01N001
KR603366DDC8,장내,1,AA-,4,crd_grd,146,1년미만,Y,N,Y,derived:PRBD01N001
KR6033781EA8,장내,1,AAA,1,crd_grd,48,1년미만,Y,N,Y,derived:PRBD01N001
KR6034731E53,장내,1,AA+,2,crd_grd,280,1년미만,Y,N,Y,derived:PRBD01N001
KR6034733B62,장내,1,AA+,2,crd_grd,1748,3-5년,Y,N,Y,derived:PRBD01N001
KR6034831E86,장내,1,A-,7,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR6035421E14,장내,1,AA+,2,crd_grd,156,1년미만,Y,N,Y,derived:PRBD01N001
KR6176941E74,장내,1,AA-,4,crd_grd,322,1년미만,Y,N,Y,derived:PRBD01N001
KR6176943F71,장내,1,AA-,4,crd_grd,61,1년미만,Y,N,Y,derived:PRBD01N001
KR6205491G32,장내,1,AA,3,crd_grd,566,1-3년,Y,N,Y,derived:PRBD01N001
KR6205492G56,장내,1,AA,3,crd_grd,630,1-3년,Y,N,Y,derived:PRBD01N001
KR6205494E23,장내,1,AA,3,crd_grd,189,1년미만,Y,N,Y,derived:PRBD01N001
KR6205495F13,장내,1,AA,3,crd_grd,517,1-3년,Y,N,Y,derived:PRBD01N001
KR6205495FA4,장내,1,AA,3,crd_grd,794,1-3년,Y,N,Y,derived:PRBD01N001
KR6205496FB0,장내,1,AA,3,crd_grd,826,1-3년,Y,N,Y,derived:PRBD01N001
KR620549BFC7,장내,1,AA,3,crd_grd,460,1-3년,Y,N,Y,derived:PRBD01N001
KR6214191514,장내,1,AAA,1,crd_grd,856,1-3년,Y,N,Y,derived:PRBD01N001
KR6214341G36,장내,1,A,6,crd_grd,483,1-3년,Y,N,Y,derived:PRBD01N001
KR6214342D95,장내,1,AA-,4,crd_grd,14,1년미만,Y,N,Y,derived:PRBD01N001
KR6272212G22,장내,1,AA,3,crd_grd,903,1-3년,Y,N,Y,derived:PRBD01N001
KR6272213FA9,장내,1,AA,3,crd_grd,1530,3-5년,Y,N,Y,derived:PRBD01N001
KR6272551E98,장내,1,A-,7,crd_grd,14,1년미만,Y,N,Y,derived:PRBD01N001
KR6294871F60,장내,1,A,6,crd_grd,308,1년미만,Y,N,Y,derived:PRBD01N001
KR6298052EB2,장내,1,A,6,crd_grd,463,1-3년,Y,N,Y,derived:PRBD01N001
KR6310101G81,장내,1,A,6,crd_grd,538,1-3년,Y,N,Y,derived:PRBD01N001
KR6310106F61,장내,1,A,6,crd_grd,217,1년미만,Y,N,Y,derived:PRBD01N001
KR6316143G47,장내,1,AAA,1,crd_grd,238,1년미만,Y,N,Y,derived:PRBD01N001
KR6361862A89,장내,1,AA,3,crd_grd,1467,3-5년,Y,N,Y,derived:PRBD01N001
KR6383802FB3,장내,1,AA-,4,crd_grd,809,1-3년,Y,N,Y,derived:PRBD01N001
KR6419792F77,장내,1,AA-,4,crd_grd,686,1-3년,Y,N,Y,derived:PRBD01N001
KR6453782F94,장내,1,A,6,crd_grd,392,1-3년,Y,N,Y,derived:PRBD01N001
KR646517TD86,장내,1,AAA,1,crd_grd,191,1년미만,Y,N,Y,derived:PRBD01N001
KR647821TE35,장내,1,AAA,1,crd_grd,33,1년미만,Y,N,Y,derived:PRBD01N001
KR647855FE30,장내,1,AAA,1,crd_grd,494,1-3년,Y,N,Y,derived:PRBD01N001
KR648612RE61,장내,1,AAA,1,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR648985FE80,장내,1,AAA,1,crd_grd,150,1년미만,Y,N,Y,derived:PRBD01N001
KR649371SE93,장내,1,AAA,1,crd_grd,402,1-3년,Y,N,Y,derived:PRBD01N001
KR6496011EB8,장내,1,AA+,2,crd_grd,73,1년미만,Y,N,Y,derived:PRBD01N001
KR649969CEC5,장내,1,AAA,1,crd_grd,110,1년미만,Y,N,Y,derived:PRBD01N001
KRC0350C26C0,장내,1,,,,111,1년미만,Y,N,Y,derived:PRBD01N001
KRC0350C2769,장내,1,,,,293,1년미만,Y,N,Y,derived:PRBD01N001
KRC0350C2934,장내,1,,,,932,1-3년,Y,N,Y,derived:PRBD01N001
KRC0350C3536,장내,1,,,,3123,5-10년,Y,N,Y,derived:PRBD01N001
KRC0350C5291,장내,1,,,,9517,10년이상,Y,N,Y,derived:PRBD01N001
KRC0350C5432,장내,1,,,,10063,10년이상,Y,N,Y,derived:PRBD01N001
KRC0350C5630,장내,1,,,,10794,10년이상,Y,N,Y,derived:PRBD01N001
KRC0350C6034,장내,1,,,,12255,10년이상,Y,N,Y,derived:PRBD01N001
KRC035AP30C5,장내,1,,,,1572,3-5년,Y,N,Y,derived:PRBD01N001
KRC035AP3263,장내,1,,,,2120,5-10년,Y,N,Y,derived:PRBD01N001
KRC035FP29C6,장내,1,,,,1207,3-5년,Y,N,Y,derived:PRBD01N001
KRC035FP3995,장내,1,,,,4768,10년이상,Y,N,Y,derived:PRBD01N001
KR101501DD13,장외,1,,,,528,1-3년,Y,Y,Y,derived:PRBD01N001
KR101501DG85,장외,1,,,,1836,5-10년,Y,Y,Y,derived:PRBD01N001
KR103502GA91,장외,1,,,,5134,10년이상,Y,Y,Y,derived:PRBD01N001
KR103502GF62,장외,1,,,,3215,5-10년,Y,Y,Y,derived:PRBD01N001
KR20010249A9,장외,1,,,,71,1년미만,Y,N,Y,derived:PRBD01N001
KR2002022C39,장외,1,,,,222,1년미만,Y,N,Y,derived:PRBD01N001
KR606590REA2,장내,1,AA+,2,crd_grd,1348,3-5년,Y,N,Y,derived:PRBD01N001
KR6066562630,장내,1,AAA,1,crd_grd,1663,3-5년,Y,N,Y,derived:PRBD01N001
KR6066563G64,장내,1,AAA,1,crd_grd,1767,3-5년,Y,N,Y,derived:PRBD01N001
KR6004371E93,장외,1,,,,1109,3-5년,Y,N,Y,derived:PRBD01N001
KR6066574452,장내,1,AA,3,crd_grd,1012,1-3년,Y,N,Y,derived:PRBD01N001
KR6068173B67,장내,1,AAA,1,crd_grd,1754,3-5년,Y,N,Y,derived:PRBD01N001
KR6068174F47,장내,1,AAA,1,crd_grd,250,1년미만,Y,N,Y,derived:PRBD01N001
KR6071841F93,장내,1,A+,5,crd_grd,221,1년미만,Y,N,Y,derived:PRBD01N001
KR6071841G43,장내,1,A+,5,crd_grd,433,1-3년,Y,N,Y,derived:PRBD01N001
KR2001024F85,장외,1,,,,2202,5-10년,Y,Y,Y,derived:PRBD01N001
KR6079312F62,장내,1,AA-,4,crd_grd,301,1년미만,Y,N,Y,derived:PRBD01N001
KR2001024FC3,장외,1,,,,2324,5-10년,Y,Y,Y,derived:PRBD01N001
KR6079313F61,장내,1,AA-,4,crd_grd,483,1-3년,Y,N,Y,derived:PRBD01N001
KR6023763FB3,장내,1,A,6,crd_grd,462,1-3년,Y,N,Y,derived:PRBD01N001
KR6023782E88,장내,1,AA-,4,crd_grd,7,1년미만,Y,N,Y,derived:PRBD01N001
KR6023782F46,장내,1,AA-,4,crd_grd,504,1-3년,Y,N,Y,derived:PRBD01N001
KR6023782F95,장내,1,AA-,4,crd_grd,579,1-3년,Y,N,Y,derived:PRBD01N001
KR6023783E53,장내,1,AA-,4,crd_grd,231,1년미만,Y,N,Y,derived:PRBD01N001
KR6023783E95,장내,1,AA-,4,crd_grd,398,1-3년,Y,N,Y,derived:PRBD01N001
